source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0051254,positive regulation of RNA metabolic process,0.02636301543257471,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1844,3737,396,21017,0.10596735349210597,0.21475054229934923,query_1,"['GO:0010604', 'GO:0016070', 'GO:0045935', 'GO:0051252']"
REAC,REAC:R-HSA-2559584,Formation of Senescence-Associated Heterochromatin Foci (SAHF),0.026428356939007223,True,Formation of Senescence-Associated Heterochromatin Foci (SAHF),16,2256,11,10916,0.004875886524822695,0.6875,query_1,['REAC:R-HSA-2559586']
GO:BP,GO:0045216,cell-cell junction organization,0.027547030921667395,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-cell junction. A cell-cell junction is a specialized region of connection between two cells."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",216,3737,64,21017,0.017126036928017126,0.2962962962962963,query_1,['GO:0034330']
GO:BP,GO:0043524,negative regulation of neuron apoptotic process,0.027725016111938058,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]",161,3737,51,21017,0.013647310677013648,0.3167701863354037,query_1,"['GO:0043066', 'GO:0043523', 'GO:0051402']"
GO:BP,GO:0050678,regulation of epithelial cell proliferation,0.027997045866979715,True,"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]",363,3737,97,21017,0.025956649719025955,0.26721763085399447,query_1,"['GO:0042127', 'GO:0050673']"
GO:BP,GO:0045229,external encapsulating structure organization,0.029249592728689683,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of external structures that lie outside the plasma membrane and surround the entire cell."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",327,3737,89,21017,0.023815895103023815,0.27217125382262997,query_1,['GO:0016043']
GO:BP,GO:0046928,regulation of neurotransmitter secretion,0.030213551858159562,True,"""Any process that modulates the frequency, rate or extent of the regulated release of a neurotransmitter from a cell."" [GOC:ai]",82,3737,31,21017,0.008295424137008296,0.3780487804878049,query_1,"['GO:0007269', 'GO:0050804', 'GO:0051588', 'GO:1903530']"
GO:BP,GO:0007405,neuroblast proliferation,0.030213551858159562,True,"""The expansion of a neuroblast population by cell division. A neuroblast is any cell that will divide and give rise to a neuron."" [GOC:ai, GOC:mtg_sensu, GOC:sart]",82,3737,31,21017,0.008295424137008296,0.3780487804878049,query_1,"['GO:0048699', 'GO:0061351']"
GO:BP,GO:1902749,regulation of cell cycle G2/M phase transition,0.03215291345697388,True,"""Any signaling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]",117,3737,40,21017,0.010703773080010704,0.3418803418803419,query_1,"['GO:0044839', 'GO:1901987']"
GO:BP,GO:0007605,sensory perception of sound,0.032497261640716035,True,"""The series of events required for an organism to receive an auditory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Sonic stimuli are detected in the form of vibrations and are processed to form a sound."" [GOC:ai]",166,3737,52,21017,0.013914905004013914,0.3132530120481928,query_1,['GO:0050954']
GO:BP,GO:0051231,spindle elongation,0.03373978621905298,True,"""The cell cycle process in which the distance is lengthened between poles of the spindle."" [GOC:ai]",14,3737,10,21017,0.002675943270002676,0.7142857142857143,query_1,"['GO:0007017', 'GO:0007051', 'GO:0022402', 'GO:0098813']"
GO:BP,GO:0086065,cell communication involved in cardiac conduction,0.03428545545750229,True,"""Any process that mediates interactions between a cell and its surroundings that contributes to the process of cardiac conduction. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",57,3737,24,21017,0.006422263848006422,0.42105263157894735,query_1,"['GO:0007154', 'GO:0061337']"
GO:BP,GO:0045893,positive regulation of DNA-templated transcription,0.03447751785416146,True,"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",1710,3737,369,21017,0.09874230666309874,0.21578947368421053,query_1,"['GO:0006351', 'GO:0006355', 'GO:1902680']"
GO:BP,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,0.03491829416887232,True,"""A G protein-coupled receptor signaling pathway in which the signal is transmitted via the activation or inhibition of adenylyl cyclase activity and a subsequent change in the intracellular concentration of cyclic AMP (cAMP)."" [GOC:mah, GOC:signaling, ISBN:0815316194]",248,3737,71,21017,0.018999197217019,0.2862903225806452,query_1,['GO:0007186']
KEGG,KEGG:04024,cAMP signaling pathway,0.037446055490727624,True,cAMP signaling pathway,223,1750,68,8484,0.038857142857142854,0.30493273542600896,query_1,['KEGG:00000']
GO:BP,GO:0071840,cellular component organization or biogenesis,0.03752726260946387,True,"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]",8323,3737,1593,21017,0.4262777629114263,0.19139733269253875,query_1,['GO:0009987']
GO:BP,GO:0050919,negative chemotaxis,0.038709921323367556,True,"""The directed movement of a motile cell or organism towards a lower concentration of a chemical."" [GOC:ai, GOC:bf, GOC:isa_complete]",47,3737,21,21017,0.00561948086700562,0.44680851063829785,query_1,['GO:0006935']
GO:BP,GO:0090090,negative regulation of canonical Wnt signaling pathway,0.03882158419689296,True,"""Any process that decreases the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes."" [GOC:dph, GOC:tb]",138,3737,45,21017,0.012041744715012041,0.32608695652173914,query_1,"['GO:0030178', 'GO:0060070', 'GO:0060828']"
GO:BP,GO:0014013,regulation of gliogenesis,0.03916169678160644,True,"""Any process that modulates the frequency, rate or extent of gliogenesis, the formation of mature glia."" [GOC:ef]",106,3737,37,21017,0.009900990099009901,0.3490566037735849,query_1,"['GO:0042063', 'GO:0050767']"
GO:BP,GO:0001701,in utero embryonic development,0.039496370897935604,True,"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]",412,3737,107,21017,0.02863259298902863,0.25970873786407767,query_1,['GO:0043009']
GO:BP,GO:0030198,extracellular matrix organization,0.04035374636494507,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix."" [GOC:mah]",325,3737,88,21017,0.02354830077602355,0.27076923076923076,query_1,"['GO:0043062', 'GO:0045229']"
GO:BP,GO:1902680,positive regulation of RNA biosynthetic process,0.04047726730905745,True,"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",1713,3737,369,21017,0.09874230666309874,0.21541155866900175,query_1,"['GO:0010557', 'GO:0032774', 'GO:0051254', 'GO:2001141']"
GO:BP,GO:0010639,negative regulation of organelle organization,0.04091803396665556,True,"""Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]",357,3737,95,21017,0.025421461065025422,0.2661064425770308,query_1,"['GO:0006996', 'GO:0033043', 'GO:0051129']"
GO:BP,GO:0086001,cardiac muscle cell action potential,0.042125378164285715,True,"""An action potential that occurs in a cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",72,3737,28,21017,0.007492641156007493,0.3888888888888889,query_1,['GO:0001508']
GO:BP,GO:0030111,regulation of Wnt signaling pathway,0.042767010191976956,True,"""Any process that modulates the frequency, rate or extent of the activity of the Wnt signal transduction pathway."" [GOC:dph, GOC:mah, GOC:tb]",330,3737,89,21017,0.023815895103023815,0.2696969696969697,query_1,"['GO:0009966', 'GO:0016055']"
KEGG,KEGG:04726,Serotonergic synapse,0.04320845235917887,True,Serotonergic synapse,112,1750,39,8484,0.022285714285714287,0.3482142857142857,query_1,['KEGG:00000']
GO:BP,GO:0043549,regulation of kinase activity,0.04377931677600169,True,"""Any process that modulates the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:bf]",469,3737,119,21017,0.03184372491303184,0.2537313432835821,query_1,"['GO:0042325', 'GO:0051338']"
GO:BP,GO:0044774,mitotic DNA integrity checkpoint signaling,0.044602631905077,True,"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during mitosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]",91,3737,33,21017,0.008830612791008831,0.3626373626373626,query_1,"['GO:0007093', 'GO:0031570']"
GO:BP,GO:0019098,reproductive behavior,0.04477410230835656,True,"""The specific behavior of an organism that is associated with reproduction."" [GOC:jl, GOC:pr]",44,3737,20,21017,0.005351886540005352,0.45454545454545453,query_1,"['GO:0007610', 'GO:0048609']"
GO:BP,GO:0055074,calcium ion homeostasis,0.04576717601205721,True,"""Any process involved in the maintenance of an internal steady state of calcium ions within an organism or cell."" [GOC:ceb, GOC:jid, GOC:mah]",326,3737,88,21017,0.02354830077602355,0.26993865030674846,query_1,"['GO:0055080', 'GO:0098771']"
GO:BP,GO:0043062,extracellular structure organization,0.04576717601205721,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of structures in the space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane, and also covers the host cell environment outside an intracellular parasite."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",326,3737,88,21017,0.02354830077602355,0.26993865030674846,query_1,['GO:0016043']
GO:BP,GO:0017156,calcium-ion regulated exocytosis,0.04618143332162321,True,"""The release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle by fusion of the vesicle with the plasma membrane of a cell, induced by a rise in cytosolic calcium-ion levels."" [GOC:go_curators]",65,3737,26,21017,0.006957452502006957,0.4,query_1,['GO:0045055']
GO:BP,GO:0055080,monoatomic cation homeostasis,0.046827328887535644,True,"""Any process involved in the maintenance of an internal steady state of monoatomic cations within an organism or cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:jid, GOC:mah]",598,3737,146,21017,0.03906877174203907,0.24414715719063546,query_1,['GO:0050801']
GO:BP,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,0.04698665411689036,True,"""The attachment of a plasma membrane adhesion molecule in one cell to an identical molecule in an adjacent cell."" [ISBN:0198506732]",168,3737,52,21017,0.013914905004013914,0.30952380952380953,query_1,['GO:0098742']
GO:BP,GO:0006974,DNA damage response,0.04819723339903865,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to its DNA from environmental insults or errors during metabolism."" [GOC:go_curators]",901,3737,208,21017,0.05565962001605566,0.23085460599334073,query_1,['GO:0033554']
